"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Tonga","2006","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2009","189",""
"Tonga","2006","Total","Both Sexes","Constitutional Church of Tonga","Census - de jure - complete tabulation","Final figure, complete","2009","941",""
"Tonga","1996","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","1998","96020","77"
"Tonga","1996","Total","Both Sexes","Anglican","Census - de facto - complete tabulation","Final figure, complete","1998","720","77"
"Tonga","1996","Total","Both Sexes","Assembly of God","Census - de facto - complete tabulation","Final figure, complete","1998","1082","77"
"Tonga","1996","Total","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","1998","595","77"
"Tonga","1996","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","1998","15309","77"
"Tonga","1996","Total","Both Sexes","Church of Tonga","Census - de facto - complete tabulation","Final figure, complete","1998","7016","77"
"Tonga","1996","Total","Both Sexes","Free Church of Tonga","Census - de facto - complete tabulation","Final figure, complete","1998","11226","77"
"Tonga","1996","Total","Both Sexes","Free Wesleyan Church","Census - de facto - complete tabulation","Final figure, complete","1998","39703","77"
"Tonga","1996","Total","Both Sexes","Full Gospel Church","Census - de facto - complete tabulation","Final figure, complete","1998","63","77"
"Tonga","1996","Total","Both Sexes","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","1998","13225","77"
"Tonga","1996","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","1998","35","77"
"Tonga","1996","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","1998","2381","77"
"Tonga","1996","Total","Both Sexes","Tokaikolo Christian Church","Census - de facto - complete tabulation","Final figure, complete","1998","2919","77"
"Tonga","1996","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","1998","1675","77"
"Tonga","1996","Total","Both Sexes","Refused to answer","Census - de facto - complete tabulation","Final figure, complete","1998","10","77"
"Tonga","1996","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","1998","61","77"
"Trinidad and Tobago","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2014","1322546","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2014","74994","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2014","90953","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2014","240100","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2014","65705","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2014","19450","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2014","8648","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Moravian","Census - de jure - complete tabulation","Final figure, complete","2014","3526","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2014","3615","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2014","285671","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2014","54156","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2014","96166","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2014","146798","78"
"Trinidad and Tobago","2011","Total","Both Sexes","None","Census - de jure - complete tabulation","Final figure, complete","2014","28842","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Orisha","Census - de jure - complete tabulation","Final figure, complete","2014","11918","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Pentecostal/ Evangelical/ Full Gospel","Census - de jure - complete tabulation","Final figure, complete","2014","159033","78"
"Trinidad and Tobago","2011","Total","Both Sexes","Presbyterian/ Congregational","Census - de jure - complete tabulation","Final figure, complete","2014","32972","78"
"Tuvalu","2017","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2021","10507","40,79"
"Tuvalu","2017","Total","Both Sexes","Assembly of God","Census - de jure - complete tabulation","Final figure, complete","2021","155","40,79"
"Tuvalu","2017","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2021","157","40,79"
"Tuvalu","2017","Total","Both Sexes","Catholic","Census - de jure - complete tabulation","Final figure, complete","2021","53","40,79"
"Tuvalu","2017","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2021","155","40,79"
"Tuvalu","2017","Total","Both Sexes","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2021","92","40,79"
"Tuvalu","2017","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2021","266","40,79"
"Tuvalu","2017","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2021","270","40,79"
"Tuvalu","2017","Total","Both Sexes","Refused to answer","Census - de jure - complete tabulation","Final figure, complete","2021","14","40,79"
"Tuvalu","2017","Total","Both Sexes","None","Census - de jure - complete tabulation","Final figure, complete","2021","26","40,79"
"Tuvalu","2017","Total","Both Sexes","Brethren Assembly","Census - de jure - complete tabulation","Final figure, complete","2021","296","40,79"
"Tuvalu","2017","Total","Both Sexes","Ekalesia Kelisiano Tuvalu","Census - de jure - complete tabulation","Final figure, complete","2021","9023","40,79"
"Tuvalu","2002","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2007","9359","80"
"Tuvalu","2002","Total","Both Sexes","Apostolic","Census - de facto - complete tabulation","Final figure, complete","2007","24",""
"Tuvalu","2002","Total","Both Sexes","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2007","177",""
"Tuvalu","2002","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2007","47",""
"Tuvalu","2002","Total","Both Sexes","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2007","78",""
"Tuvalu","2002","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2007","183",""
"Tuvalu","2002","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2007","133",""
"Tuvalu","2002","Total","Both Sexes","Brethren Assembly","Census - de facto - complete tabulation","Final figure, complete","2007","166",""
"Tuvalu","2002","Total","Both Sexes","New Testament Church","Census - de facto - complete tabulation","Final figure, complete","2007","30",""
"Tuvalu","2002","Total","Both Sexes","Church of Tuvalu","Census - de facto - complete tabulation","Final figure, complete","2007","8521",""
"Uganda","2002","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2004","24433132","81"
"Uganda","2002","Total","Both Sexes","Anglican","Census - de facto - complete tabulation","Final figure, complete","2004","8782821","81"
"Uganda","2002","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2004","10242594","81"
"Uganda","2002","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2004","2956121","81"
"Uganda","2002","Total","Both Sexes","Pentecostal","Census - de facto - complete tabulation","Final figure, complete","2004","1129647","81"
"Uganda","2002","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2004","367972","81"
"Uganda","2002","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2004","741589","81,82"
"Uganda","2002","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2004","212388","81"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2014","63182178","83"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2014","261584","83"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2014","37583962","83"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2014","835418","83"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2014","269568","83"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Both Sexes","Muslim","Census - de jure - complete tabulation","Final figure, complete","2014","2786635","83"
